CITY NAME>>,<<PROVINCE NAME>>,<<PROVINCE GMI>>,<<COUNTYR NAME>>,<<COUNTRY FIPS CODE>>,<<COUNTRY GMI
Voinjama>>,<<Lofa>>,<<LBR-LOF>>,<<Liberia>>,<<LI>>,<<LBR>>,<<LBR006
Kenema>>,<<Eastern>>,<<SLE-EST>>,<<Sierra Leone>>,<<SL>>,<<SLE>>,<<SLE004
Nzerekore>>,<<Nzerekore>>,<<GIN-NZR>>,<<Guinea>>,<<GV>>,<<GIN>>,<<GIN018
Yomou>>,<<Yomou>>,<<GIN-YOM>>,<<Guinea>>,<<GV>>,<<GIN>>,<<GIN019
Sanniquellie>>,<<Nimba>>,<<LBR-NIM>>,<<Liberia>>,<<LI>>,<<LBR>>,<<LBR007
Gbarnga>>,<<Bong>>,<<LBR-BON>>,<<Liberia>>,<<LI>>,<<LBR>>,<<LBR008
Kakata>>,<<Margibi>>,<<LBR-MRG>>,<<Liberia>>,<<LI>>,<<LBR>>,<<LBR009
Bentol>>,<<Montserrado>>,<<LBR-MNT>>,<<Liberia>>,<<LI>>,<<LBR>>,<<LBR010
Buchanan>>,<<Grand Bassa>>,<<LBR-GBA>>,<<Liberia>>,<<LI>>,<<LBR>>,<<LBR011
Monrovia>>,<<Montserrado>>,<<LBR-MNT>>,<<Liberia>>,<<LI>>,<<LBR>>,<<LBR012
Dabola>>,<<Dabola>>,<<GIN-DAB>>,<<Guinea>>,<<GV>>,<<GIN>>,<<GIN020
Kouroussa>>,<<Kouroussa>>,<<GIN-KRS>>,<<Guinea>>,<<GV>>,<<GIN>>,<<GIN021
Kankan>>,<<Kankan>>,<<GIN-KNK>>,<<Guinea>>,<<GV>>,<<GIN>>,<<GIN022
Faranah>>,<<Faranah>>,<<GIN-FRN>>,<<Guinea>>,<<GV>>,<<GIN>>,<<GIN023
Kerouane>>,<<Kerouane>>,<<GIN-KER>>,<<Guinea>>,<<GV>>,<<GIN>>,<<GIN024
Kissidougou>>,<<Kissidougou>>,<<GIN-KSS>>,<<Guinea>>,<<GV>>,<<GIN>>,<<GIN025
Beyla>>,<<Beyla>>,<<GIN-BEY>>,<<Guinea>>,<<GV>>,<<GIN>>,<<GIN026
Gueckedou>>,<<Gueckedou>>,<<GIN-GCK>>,<<Guinea>>,<<GV>>,<<GIN>>,<<GIN027
Macenta>>,<<Macenta>>,<<GIN-MCN>>,<<Guinea>>,<<GV>>,<<GIN>>,<<GIN028
Touba>>,<<Touba>>,<<CIV-TOU>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV008
Biankouma>>,<<Biankouma>>,<<CIV-BNK>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV009
Bangolo>>,<<Bangolo>>,<<CIV-BNG>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV012
Duekoue>>,<<Duekoue>>,<<CIV-DUK>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV013
Guiglo>>,<<Guiglo>>,<<CIV-GUI>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV014
Zwedru>>,<<Grand Jide>>,<<LBR-GJI>>,<<Liberia>>,<<LI>>,<<LBR>>,<<LBR013
Mankono>>,<<Mankono>>,<<CIV-MNK>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV015
Seguela>>,<<Seguela>>,<<CIV-SEG>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV016
Vavoua>>,<<Vavoua>>,<<CIV-VAV>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV018
Bouafle>>,<<Bouafle>>,<<CIV-BOU>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV019
Daloa>>,<<Daloa>>,<<CIV-DAL>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV020
Sinfra>>,<<Sinfra>>,<<CIV-SNF>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV021
Issia>>,<<Issia>>,<<CIV-ISS>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV022
Gagnoa>>,<<Gagnoa>>,<<CIV-GAG>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV023
Lakota>>,<<Lakota>>,<<CIV-LKT>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV024
Soubre>>,<<Soubre>>,<<CIV-SOB>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV025
Bobo Dioulasso>>,<<Houet>>,<<BFA-HUT>>,<<Burkina Faso>>,<<UV>>,<<BFA>>,<<BFA021
Orodara>>,<<Kenedougou>>,<<BFA-KND>>,<<Burkina Faso>>,<<UV>>,<<BFA>>,<<BFA022
Diebougou>>,<<Bougouriba>>,<<BFA-BGR>>,<<Burkina Faso>>,<<UV>>,<<BFA>>,<<BFA023
Banfora>>,<<Comoe>>,<<BFA-COM>>,<<Burkina Faso>>,<<UV>>,<<BFA>>,<<BFA024
Gaoua>>,<<Poni>>,<<BFA-PON>>,<<Burkina Faso>>,<<UV>>,<<BFA>>,<<BFA025
Ferkessedougou>>,<<Ferkessedougou>>,<<CIV-FRK>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV026
Bouna>>,<<Bouna>>,<<CIV-BON>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV027
Tanda>>,<<Tanda>>,<<CIV-TND>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV028
Yamoussoukro>>,<<Yamoussoukro>>,<<CIV-YMS>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV030
Dimbokro>>,<<Dimbokro>>,<<CIV-DMB>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV031
Katiola>>,<<Katiola>>,<<CIV-KAT>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV037
Bouake>>,<<Bouake>>,<<CIV-BOA>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV038
Beoumi>>,<<Beoumi>>,<<CIV-BEM>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV039
Daoukro>>,<<Daoukro>>,<<CIV-DKR>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV042
Abengourou>>,<<Abengourou>>,<<CIV-ABN>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV043
Adzope>>,<<Adzope>>,<<CIV-ADZ>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV045
Agboville>>,<<Agboville>>,<<CIV-AGB>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV046
Po>>,<<Nahouri>>,<<BFA-NHR>>,<<Burkina Faso>>,<<UV>>,<<BFA>>,<<BFA026
Leo>>,<<Sissili>>,<<BFA-SSS>>,<<Burkina Faso>>,<<UV>>,<<BFA>>,<<BFA027
Bolgatanga>>,<<Upper East>>,<<GHA-UPE>>,<<Ghana>>,<<GH>>,<<GHA>>,<<GHA001
Tamale>>,<<Northern>>,<<GHA-NRT>>,<<Ghana>>,<<GH>>,<<GHA>>,<<GHA003
Bondoukou>>,<<Bondoukou>>,<<CIV-BND>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV047
Sunyani>>,<<Brong-Ahafo>>,<<GHA-BAH>>,<<Ghana>>,<<GH>>,<<GHA>>,<<GHA004
Kumasi>>,<<Ashanti>>,<<GHA-ASH>>,<<Ghana>>,<<GH>>,<<GHA>>,<<GHA005
Koforidua>>,<<Eastern>>,<<GHA-EST>>,<<Ghana>>,<<GH>>,<<GHA>>,<<GHA006
Accra>>,<<Greater Accra>>,<<GHA-GAC>>,<<Ghana>>,<<GH>>,<<GHA>>,<<GHA007
Aboisso>>,<<Aboisso>>,<<CIV-ABS>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV048
Abidjan>>,<<Abidjan>>,<<CIV-ABD>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV049
Grand Lahou>>,<<Grand-Lahou>>,<<CIV-GRL>>,<<Cote d'Ivoire>>,<<IV>>,<<CIV>>,<<CIV050
Cape Coast>>,<<Central>>,<<GHA-CNT>>,<<Ghana>>,<<GH>>,<<GHA>>,<<GHA008
Sekondi>>,<<Western>>,<<GHA-WST>>,<<Ghana>>,<<GH>>,<<GHA>>,<<GHA009
Biltine>>,<<Biltine>>,<<TCD-BLT>>,<<Chad>>,<<CD>>,<<TCD>>,<<TCD001
Abeche>>,<<Ouaddai>>,<<TCD-OUA>>,<<Chad>>,<<CD>>,<<TCD>>,<<TCD002
Zinder>>,<<Zinder>>,<<NER-ZND>>,<<Niger>>,<<NG>>,<<NER>>,<<NER001
Maradi>>,<<Maradi>>,<<NER-MAR>>,<<Niger>>,<<NG>>,<<NER>>,<<NER002
Ati>>,<<Batha>>,<<TCD-BAT>>,<<Chad>>,<<CD>>,<<TCD>>,<<TCD003
Katsina>>,<<Katsina>>,<<NGA-KAT>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA001
Mongo>>,<<Guera>>,<<TCD-GUE>>,<<Chad>>,<<CD>>,<<TCD>>,<<TCD004
Kano>>,<<Kano>>,<<NGA-KAN>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA002
Dutse>>,<<Jigawa>>,<<NGA-JIG>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA003
Umuahia>>,<<Abia>>,<<NGA-ABI>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA004
Uyo>>,<<Akwa Ibom>>,<<NGA-AKI>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA006
Calabar>>,<<Cross River>>,<<NGA-CRI>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA007
Port Harcourt>>,<<Rivers>>,<<NGA-RVR>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA008
Dudinka>>,<<Taymyrskiy(Dolgano-Nenetskiy) avt.okrug>>,<<RUS-TAY>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS002
Annaba>>,<<Annaba>>,<<DZA-ANN>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA007
Skikda>>,<<Skikda>>,<<DZA-SKK>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA008
Jijel>>,<<Jijel>>,<<DZA-JIJ>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA009
Bafoussam>>,<<Ouest>>,<<CMR-OUE>>,<<Cameroon>>,<<CM>>,<<CMR>>,<<CMR001
Buea>>,<<Sud-Ouest>>,<<CMR-SOU>>,<<Cameroon>>,<<CM>>,<<CMR>>,<<CMR002
Douala>>,<<Littoral>>,<<CMR-LTT>>,<<Cameroon>>,<<CM>>,<<CMR>>,<<CMR003
Malabo>>,<<Bioko Norte>>,<<GNQ-BKN>>,<<Equatorial Guinea>>,<<EK>>,<<GNQ>>,<<GNQ001
Luba>>,<<Bioko Sur>>,<<GNQ-BKS>>,<<Equatorial Guinea>>,<<EK>>,<<GNQ>>,<<GNQ002
Ebolowa>>,<<Sud>>,<<CMR-SUD>>,<<Cameroon>>,<<CM>>,<<CMR>>,<<CMR004
Bauchi>>,<<Bauchi>>,<<NGA-BAU>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA009
Jos>>,<<Plateau>>,<<NGA-PLA>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA010
Makurdi>>,<<Benue>>,<<NGA-BEN>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA011
Bamenda>>,<<Nord-Ouest>>,<<CMR-NOU>>,<<Cameroon>>,<<CM>>,<<CMR>>,<<CMR005
Bata>>,<<Litoral>>,<<GNQ-LTR>>,<<Equatorial Guinea>>,<<EK>>,<<GNQ>>,<<GNQ003
Evinayong>>,<<Centro Sur>>,<<GNQ-CNS>>,<<Equatorial Guinea>>,<<EK>>,<<GNQ>>,<<GNQ004
Libreville>>,<<Estuaire>>,<<GAB-EST>>,<<Gabon>>,<<GB>>,<<GAB>>,<<GAB001
Natitingou>>,<<Atakora>>,<<BEN-ATK>>,<<Benin>>,<<BN>>,<<BEN>>,<<BEN001
Parakou>>,<<Borgou>>,<<BEN-BOR>>,<<Benin>>,<<BN>>,<<BEN>>,<<BEN002
Bassar>>,<<Bassar>>,<<TGO-BSS>>,<<Togo>>,<<TO>>,<<TGO>>,<<TGO001
Sotouboua>>,<<Sotouboua>>,<<TGO-SOT>>,<<Togo>>,<<TO>>,<<TGO>>,<<TGO002
Oshogbo>>,<<Osun>>,<<NGA-OSU>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA012
Ibadan>>,<<Oyo>>,<<NGA-OYO>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA013
Akure>>,<<Ondo>>,<<NGA-OND>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA014
Abeokuta>>,<<Ogun>>,<<NGA-OGU>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA015
Lagos>>,<<Lagos>>,<<NGA-LAG>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA016
Ilorin>>,<<Kwara>>,<<NGA-KWA>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA017
Abomey>>,<<Zou>>,<<BEN-ZOU>>,<<Benin>>,<<BN>>,<<BEN>>,<<BEN003
Kpalime>>,<<Kloto>>,<<TGO-KLT>>,<<Togo>>,<<TO>>,<<TGO>>,<<TGO003
Lokossa>>,<<Mono>>,<<BEN-MON>>,<<Benin>>,<<BN>>,<<BEN>>,<<BEN004
Porto Novo>>,<<Oueme>>,<<BEN-OUE>>,<<Benin>>,<<BN>>,<<BEN>>,<<BEN005
Cotonou>>,<<Atlantique>>,<<BEN-ATL>>,<<Benin>>,<<BN>>,<<BEN>>,<<BEN006
Lome>>,<<Golfe>>,<<TGO-GLF>>,<<Togo>>,<<TO>>,<<TGO>>,<<TGO004
Kaduna>>,<<Kaduna>>,<<NGA-KAD>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA018
Minna>>,<<Niger>>,<<NGA-NIG>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA019
Abuja>>,<<Abuja Capital Territory (Abuja)>>,<<NGA-FCT>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA020
Enugu>>,<<Enugu>>,<<NGA-ENU>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA022
Benin City>>,<<Edo>>,<<NGA-EDO>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA023
Awka>>,<<Anambra>>,<<NGA-ANM>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA025
Agadez>>,<<Agadez>>,<<NER-AGD>>,<<Niger>>,<<NG>>,<<NER>>,<<NER003
Tahoua>>,<<Tahoua>>,<<NER-TAH>>,<<Niger>>,<<NG>>,<<NER>>,<<NER004
Niamey>>,<<Niamey>>,<<NER-NIA>>,<<Niger>>,<<NG>>,<<NER>>,<<NER005
Sokoto>>,<<Sokoto>>,<<NGA-SOK>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA026
Dosso>>,<<Dosso>>,<<NER-DOS>>,<<Niger>>,<<NG>>,<<NER>>,<<NER006
Birnin Kebbi>>,<<Kebbi>>,<<NGA-KEB>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA027
Diapaga>>,<<Tapoa>>,<<BFA-TAP>>,<<Burkina Faso>>,<<UV>>,<<BFA>>,<<BFA028
Faya>>,<<Borkou-Ennedi-Tibesti>>,<<TCD-BET>>,<<Chad>>,<<CD>>,<<TCD>>,<<TCD005
Bol>>,<<Lac>>,<<TCD-LAC>>,<<Chad>>,<<CD>>,<<TCD>>,<<TCD007
Ndjamena>>,<<Chari-Baguirmi>>,<<TCD-CBG>>,<<Chad>>,<<CD>>,<<TCD>>,<<TCD008
Maiduguri>>,<<Borno>>,<<NGA-BOR>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA028
Damaturu>>,<<Yobe>>,<<NGA-YOB>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA029
Bozoum>>,<<Ouham-Pende>>,<<CAF-OPE>>,<<Central African Republic>>,<<CT>>,<<CAF>>,<<CAF001
Bouar>>,<<Nana-Mambere>>,<<CAF-NMM>>,<<Central African Republic>>,<<CT>>,<<CAF>>,<<CAF002
Bangui>>,<<Ombella-Mpoko>>,<<CAF-OMP>>,<<Central African Republic>>,<<CT>>,<<CAF>>,<<CAF003
Mobaye>>,<<Basse-Kotto>>,<<CAF-BKO>>,<<Central African Republic>>,<<CT>>,<<CAF>>,<<CAF004
Bertoua>>,<<Est>>,<<CMR-EST>>,<<Cameroon>>,<<CM>>,<<CMR>>,<<CMR006
Berberati>>,<<Haute-Sangha>>,<<CAF-HSN>>,<<Central African Republic>>,<<CT>>,<<CAF>>,<<CAF006
Yaounde>>,<<Centre>>,<<CMR-CNT>>,<<Cameroon>>,<<CM>>,<<CMR>>,<<CMR007
Nola>>,<<Sangha>>,<<CAF-SNG>>,<<Central African Republic>>,<<CT>>,<<CAF>>,<<CAF007
Ebebiyin>>,<<Kie-Ntem>>,<<GNQ-KNT>>,<<Equatorial Guinea>>,<<EK>>,<<GNQ>>,<<GNQ005
Mongomo>>,<<Wele-Nzas>>,<<GNQ-WLN>>,<<Equatorial Guinea>>,<<EK>>,<<GNQ>>,<<GNQ006
Oyem>>,<<Woleu-Ntem>>,<<GAB-WNT>>,<<Gabon>>,<<GB>>,<<GAB>>,<<GAB002
Makokou>>,<<Ogooue-Ivindo>>,<<GAB-OIV>>,<<Gabon>>,<<GB>>,<<GAB>>,<<GAB003
Maroua>>,<<Extreme-Nord>>,<<CMR-ENO>>,<<Cameroon>>,<<CM>>,<<CMR>>,<<CMR008
Bongor>>,<<Mayo Kebi>>,<<TCD-MKE>>,<<Chad>>,<<CD>>,<<TCD>>,<<TCD009
Garoua>>,<<Nord>>,<<CMR-NOR>>,<<Cameroon>>,<<CM>>,<<CMR>>,<<CMR009
Yola>>,<<Adamawa>>,<<NGA-ADM>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA030
Jalingo>>,<<Taraba>>,<<NGA-TAR>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA031
Doba>>,<<Logone Oriental>>,<<TCD-LOR>>,<<Chad>>,<<CD>>,<<TCD>>,<<TCD011
Moundou>>,<<Logone Occidental>>,<<TCD-LOC>>,<<Chad>>,<<CD>>,<<TCD>>,<<TCD012
Ngaoundere>>,<<Adamoua>>,<<CMR-ADM>>,<<Cameroon>>,<<CM>>,<<CMR>>,<<CMR010
Am Timan>>,<<Salamat>>,<<TCD-SLM>>,<<Chad>>,<<CD>>,<<TCD>>,<<TCD013
Sarh>>,<<Moyen-Chari>>,<<TCD-MCH>>,<<Chad>>,<<CD>>,<<TCD>>,<<TCD014
Ndele>>,<<Bamingui-Bangoran>>,<<CAF-BBN>>,<<Central African Republic>>,<<CT>>,<<CAF>>,<<CAF008
Kaga Bandoro>>,<<Gribingui>>,<<CAF-GRB>>,<<Central African Republic>>,<<CT>>,<<CAF>>,<<CAF009
Bria>>,<<Haute-Kotto>>,<<CAF-HKO>>,<<Central African Republic>>,<<CT>>,<<CAF>>,<<CAF010
Bossangoa>>,<<Ouham>>,<<CAF-OUH>>,<<Central African Republic>>,<<CT>>,<<CAF>>,<<CAF011
Sibut>>,<<Kemo-Gribingui>>,<<CAF-KGR>>,<<Central African Republic>>,<<CT>>,<<CAF>>,<<CAF012
Bambari>>,<<Ouaka>>,<<CAF-OUA>>,<<Central African Republic>>,<<CT>>,<<CAF>>,<<CAF013
Kebili>>,<<Quibili>>,<<TUN-QBL>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN001
Tataouine>>,<<Tatawin>>,<<TUN-TTW>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN003
Ghadamis>>,<<Ghadamis>>,<<LBY-GHD>>,<<Libya>>,<<LY>>,<<LBY>>,<<LBY001
In Salah>>,<<Tamanghasset>>,<<DZA-TMN>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA011
Tamanrasset>>,<<Tamanghasset>>,<<DZA-TMN>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA012
Blida>>,<<Blida>>,<<DZA-BLI>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA013
Bouira>>,<<Bouira>>,<<DZA-BOU>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA014
Setif>>,<<Setif>>,<<DZA-SET>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA015
M'sila>>,<<M'Sila>>,<<DZA-MSL>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA017
Djelfa>>,<<Djelfa>>,<<DZA-DJL>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA018
Laghouat>>,<<Laghouat>>,<<DZA-LGH>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA019
Tizi-Ouzou>>,<<Tizi Ouzou>>,<<DZA-TOU>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA020
Algiers>>,<<Alger>>,<<DZA-ALG>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA021
Bejaia>>,<<Bejaia>>,<<DZA-BEJ>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA022
Medea>>,<<Medea>>,<<DZA-MED>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA023
Mostaganem>>,<<Mostaganem>>,<<DZA-MST>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA024
Tiaret>>,<<Tiaret>>,<<DZA-TIA>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA026
Saida>>,<<Saida>>,<<DZA-SAI>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA027
Montpellier>>,<<Languedoc-Roussillon>>,<<FRA-LNR>>,<<France>>,<<FR>>,<<FRA>>,<<FRA007
Toulouse>>,<<Midi-Pyrenees>>,<<FRA-MPY>>,<<France>>,<<FR>>,<<FRA>>,<<FRA008
Marseille>>,<<Provence-Alpes-Cote d'Azur>>,<<FRA-PAC>>,<<France>>,<<FR>>,<<FRA>>,<<FRA009
Andorra La Valla>>,<<Andorra>>,<<AND>>,<<Andorra>>,<<AN>>,<<AND>>,<<AND001
Barcelona>>,<<Cataluna>>,<<ESP-CTL>>,<<Spain>>,<<SP>>,<<ESP>>,<<ESP020
Palma De Mallorca>>,<<Isles Baleares>>,<<ESP-BLR>>,<<Spain>>,<<SP>>,<<ESP>>,<<ESP021
Genoa>>,<<Liguria>>,<<ITA-LIG>>,<<Italy>>,<<IT>>,<<ITA>>,<<ITA001
Florence>>,<<Toscana>>,<<ITA-TSC>>,<<Italy>>,<<IT>>,<<ITA>>,<<ITA002
Monaco>>,<<Monaco>>,<<MCO>>,<<Monaco>>,<<MN>>,<<MCO>>,<<MCO001
Ajaccio>>,<<Corse>>,<<FRA-COR>>,<<France>>,<<FR>>,<<FRA>>,<<FRA010
Constantine>>,<<Constantine>>,<<DZA-CNS>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA029
Batna>>,<<Batna>>,<<DZA-BAT>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA031
Biskra>>,<<Biskra>>,<<DZA-BSK>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA033
Cagliari>>,<<Sardegna>>,<<ITA-SRD>>,<<Italy>>,<<IT>>,<<ITA>>,<<ITA003
Bizerte>>,<<Banzart>>,<<TUN-BNZ>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN005
Tunis>>,<<Tunis>>,<<TUN-TUN>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN007
Beja>>,<<Bajah>>,<<TUN-BAJ>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN008
Jendouba>>,<<Jundubah>>,<<TUN-JND>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN009
Le Kef>>,<<Al Kaf>>,<<TUN-AKA>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN010
Siliana>>,<<Silyanah>>,<<TUN-SLY>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN011
Kasserine>>,<<Al Qasrayn>>,<<TUN-AQS>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN012
Sfax>>,<<Safaqis>>,<<TUN-SFQ>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN014
Gafsa>>,<<Qafsah>>,<<TUN-QFS>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN015
Nabeul>>,<<Nabul>>,<<TUN-NAB>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN017
Zaghouan>>,<<Zaghwan>>,<<TUN-ZGH>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN018
Sousse>>,<<Susah>>,<<TUN-SUS>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN019
Kairouan>>,<<Al Qayrawan>>,<<TUN-AQY>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN021
Mahdia>>,<<Al Mahdiyah>>,<<TUN-AMH>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN022
Bari>>,<<Puglia>>,<<ITA-PUG>>,<<Italy>>,<<IT>>,<<ITA>>,<<ITA004
Campobasso>>,<<Molise>>,<<ITA-MOL>>,<<Italy>>,<<IT>>,<<ITA>>,<<ITA005
Naples>>,<<Campania>>,<<ITA-CMP>>,<<Italy>>,<<IT>>,<<ITA>>,<<ITA006
Potenza>>,<<Basilicata>>,<<ITA-BSL>>,<<Italy>>,<<IT>>,<<ITA>>,<<ITA007
Palermo>>,<<Sicilia>>,<<ITA-SIC>>,<<Italy>>,<<IT>>,<<ITA>>,<<ITA009
Valletta>>,<<Malta>>,<<MLT>>,<<Malta>>,<<MT>>,<<MLT>>,<<MLT001
Bologna>>,<<Emilia-Romagna>>,<<ITA-ERM>>,<<Italy>>,<<IT>>,<<ITA>>,<<ITA010
San Marino>>,<<San Marino>>,<<SMR>>,<<San Marino>>,<<SM>>,<<SMR>>,<<SMR001
Ancona>>,<<Marche>>,<<ITA-MRC>>,<<Italy>>,<<IT>>,<<ITA>>,<<ITA011
Perugia>>,<<Umbria>>,<<ITA-UMB>>,<<Italy>>,<<IT>>,<<ITA>>,<<ITA012
Aquila>>,<<Abruzzi>>,<<ITA-ABR>>,<<Italy>>,<<IT>>,<<ITA>>,<<ITA013
Rome>>,<<Lazio>>,<<ITA-LAZ>>,<<Italy>>,<<IT>>,<<ITA>>,<<ITA014
Bajram Curri>>,<<Tropoje>>,<<ALB-TRP>>,<<Albania>>,<<AL>>,<<ALB>>,<<ALB001
Shkoder>>,<<Shkoder>>,<<ALB-SHK>>,<<Albania>>,<<AL>>,<<ALB>>,<<ALB002
Durres>>,<<Durres>>,<<ALB-DRR>>,<<Albania>>,<<AL>>,<<ALB>>,<<ALB004
Fier>>,<<Fier>>,<<ALB-FIE>>,<<Albania>>,<<AL>>,<<ALB>>,<<ALB005
Vlore>>,<<Vlore>>,<<ALB-VLO>>,<<Albania>>,<<AL>>,<<ALB>>,<<ALB006
Belgrade>>,<<Serbia>>,<<SRB-SRB>>,<<Serbia>>,<<RB>>,<<SRB>>,<<SRB001
Podgorica>>,<<Montenegro>>,<<MON>>,<<Montenegro>>,<<MJ>>,<<MNE>>,<<MNE001
Skopje>>,<<Macedonia>>,<<MKD>>,<<Macedonia>>,<<MK>>,<<MKD>>,<<MKD001
Pogradec>>,<<Pogradec>>,<<ALB-PGR>>,<<Albania>>,<<AL>>,<<ALB>>,<<ALB008
