CITY NAME>>,<<PROVINCE NAME>>,<<PROVINCE GMI>>,<<COUNTYR NAME>>,<<COUNTRY FIPS CODE>>,<<COUNTRY GMI
Mocambique>>,<<Nampula>>,<<MOZ-NMP>>,<<Mozambique>>,<<MZ>>,<<MOZ>>,<<MOZ002
Harare>>,<<Mashonaland East>>,<<ZWE-MEA>>,<<Zimbabwe>>,<<ZI>>,<<ZWE>>,<<ZWE004
Bulawayo>>,<<Matabeleland North>>,<<ZWE-MNR>>,<<Zimbabwe>>,<<ZI>>,<<ZWE>>,<<ZWE005
Port Gentil>>,<<Ogooue-Maritime>>,<<GAB-OMR>>,<<Gabon>>,<<GB>>,<<GAB>>,<<GAB005
Swakopmund>>,<<Swakopmund>>,<<NAM-SWK>>,<<Namibia>>,<<WA>>,<<NAM>>,<<NAM005
Luderitz>>,<<Luderitz>>,<<NAM-LDR>>,<<Namibia>>,<<WA>>,<<NAM>>,<<NAM007
Cape Town>>,<<Western Cape>>,<<ZAF-WCP>>,<<South Africa>>,<<SF>>,<<ZAF>>,<<ZAF001
Windhoek>>,<<Windhoek>>,<<NAM-WND>>,<<Namibia>>,<<WA>>,<<NAM>>,<<NAM008
Uige>>,<<Uige>>,<<AGO-UIG>>,<<Angola>>,<<AO>>,<<AGO>>,<<AGO007
Luanda>>,<<Luanda>>,<<AGO-LUA>>,<<Angola>>,<<AO>>,<<AGO>>,<<AGO009
Malange>>,<<Malanje>>,<<AGO-MLN>>,<<Angola>>,<<AO>>,<<AGO>>,<<AGO011
Masuku>>,<<Haut-Ogooue>>,<<GAB-HOG>>,<<Gabon>>,<<GB>>,<<GAB>>,<<GAB009
Cabinda>>,<<Cabinda>>,<<AGO-CBN>>,<<Angola>>,<<AO>>,<<AGO>>,<<AGO013
Benguela>>,<<Benguela>>,<<AGO-BNG>>,<<Angola>>,<<AO>>,<<AGO>>,<<AGO015
Huambo>>,<<Huambo>>,<<AGO-HUA>>,<<Angola>>,<<AO>>,<<AGO>>,<<AGO016
Namibe>>,<<Namibe>>,<<AGO-NAM>>,<<Angola>>,<<AO>>,<<AGO>>,<<AGO018
Ndola>>,<<Copperbelt>>,<<ZMB-CPP>>,<<Zambia>>,<<ZA>>,<<ZMB>>,<<ZMB003
Kabwe>>,<<Central>>,<<ZMB-CNT>>,<<Zambia>>,<<ZA>>,<<ZMB>>,<<ZMB005
Lusaka>>,<<Lusaka>>,<<ZMB-LUS>>,<<Zambia>>,<<ZA>>,<<ZMB>>,<<ZMB006
Livingstone>>,<<Southern>>,<<ZMB-STH>>,<<Zambia>>,<<ZA>>,<<ZMB>>,<<ZMB009
Kigoma>>,<<Kigoma>>,<<TZA-KIG>>,<<Tanzania>>,<<TZ>>,<<TZA>>,<<TZA007
Bujumbura>>,<<Bujumbura>>,<<BDI-BJM>>,<<Burundi>>,<<BY>>,<<BDI>>,<<BDI011
Gisenyi>>,<<Gisenyi>>,<<RWA-GSN>>,<<Rwanda>>,<<RW>>,<<RWA>>,<<RWA002
Kigali>>,<<Kigali>>,<<RWA-KIG>>,<<Rwanda>>,<<RW>>,<<RWA>>,<<RWA007
Arusha>>,<<Arusha>>,<<TZA-ARS>>,<<Tanzania>>,<<TZ>>,<<TZA>>,<<TZA009
Mombasa>>,<<Coast>>,<<KEN-COA>>,<<Kenya>>,<<KE>>,<<KEN>>,<<KEN003
Tanga>>,<<Tanga>>,<<TZA-TAN>>,<<Tanzania>>,<<TZ>>,<<TZA>>,<<TZA011
Lindi>>,<<Lindi>>,<<TZA-LIN>>,<<Tanzania>>,<<TZ>>,<<TZA>>,<<TZA013
Zanzibar>>,<<Zanzibar Urban/West>>,<<TZA-ZUR>>,<<Tanzania>>,<<TZ>>,<<TZA>>,<<TZA017
Dodoma>>,<<Dodoma>>,<<TZA-DOD>>,<<Tanzania>>,<<TZ>>,<<TZA>>,<<TZA018
Kibaha>>,<<Pwani>>,<<TZA-PWA>>,<<Tanzania>>,<<TZ>>,<<TZA>>,<<TZA019
Dar es Salaam>>,<<Dar es Salaam>>,<<TZA-DES>>,<<Tanzania>>,<<TZ>>,<<TZA>>,<<TZA020
Kisumu>>,<<Nyanza>>,<<KEN-NYN>>,<<Kenya>>,<<KE>>,<<KEN>>,<<KEN004
Nakuru>>,<<Rift Valley>>,<<KEN-RVL>>,<<Kenya>>,<<KE>>,<<KEN>>,<<KEN005
Nairobi>>,<<Nairobi Area>>,<<KEN-NAR>>,<<Kenya>>,<<KE>>,<<KEN>>,<<KEN008
Singida>>,<<Singida>>,<<TZA-SNG>>,<<Tanzania>>,<<TZ>>,<<TZA>>,<<TZA025
Lilongwe>>,<<Central>>,<<MWI-CNT>>,<<Malawi>>,<<MI>>,<<MWI>>,<<MWI002
Nampula>>,<<Nampula>>,<<MOZ-NMP>>,<<Mozambique>>,<<MZ>>,<<MOZ>>,<<MOZ007
Blantyre>>,<<Southern>>,<<MWI-STH>>,<<Malawi>>,<<MI>>,<<MWI>>,<<MWI003
Beira>>,<<Sofala>>,<<MOZ-SOF>>,<<Mozambique>>,<<MZ>>,<<MOZ>>,<<MOZ009
Maputo>>,<<Maputo>>,<<MOZ-MAP>>,<<Mozambique>>,<<MZ>>,<<MOZ>>,<<MOZ010
Mbabane>>,<<Hhohho>>,<<SWZ-HHH>>,<<Swaziland>>,<<WZ>>,<<SWZ>>,<<SWZ002
Port Elizabeth>>,<<Eastern Cape>>,<<ZAF-ECP>>,<<South Africa>>,<<SF>>,<<ZAF>>,<<ZAF002
Nelspruit>>,<<Mpumalanga>>,<<ZAF-MPM>>,<<South Africa>>,<<SF>>,<<ZAF>>,<<ZAF003
Gaborone>>,<<South-East>>,<<BWA-SEA>>,<<Botswana>>,<<BC>>,<<BWA>>,<<BWA009
Johannesburg>>,<<Gauteng>>,<<ZAF-GAT>>,<<South Africa>>,<<SF>>,<<ZAF>>,<<ZAF004
East London>>,<<Eastern Cape>>,<<ZAF-ECP>>,<<South Africa>>,<<SF>>,<<ZAF>>,<<ZAF005
Kimberley>>,<<Northern Cape>>,<<ZAF-NCP>>,<<South Africa>>,<<SF>>,<<ZAF>>,<<ZAF008
Bloemfontein>>,<<Free State>>,<<ZAF-OFS>>,<<South Africa>>,<<SF>>,<<ZAF>>,<<ZAF009
Maseru>>,<<Maseru>>,<<LSO-MAS>>,<<Lesotho>>,<<LT>>,<<LSO>>,<<LSO003
Pretoria>>,<<Gauteng>>,<<ZAF-GAT>>,<<South Africa>>,<<SF>>,<<ZAF>>,<<ZAF010
Richards Bay>>,<<KwaZulu/Natal>>,<<ZAF-KNT>>,<<South Africa>>,<<SF>>,<<ZAF>>,<<ZAF012
Durban>>,<<KwaZulu/Natal>>,<<ZAF-KNT>>,<<South Africa>>,<<SF>>,<<ZAF>>,<<ZAF013
Pietermaritzburg (Ulundi)>>,<<KwaZulu/Natal>>,<<ZAF-KNT>>,<<South Africa>>,<<SF>>,<<ZAF>>,<<ZAF014
Saint-Denis>>,<<Reunion>>,<<REU>>,<<Reunion>>,<<RE>>,<<REU>>,<<REU001
Victoria>>,<<Seychelles>>,<<SYC>>,<<Seychelles>>,<<SE>>,<<SYC>>,<<SYC001
Toamasina>>,<<Toamasina>>,<<MDG-TMS>>,<<Madagascar>>,<<MA>>,<<MDG>>,<<MDG004
Antananarivo>>,<<Antananarivo>>,<<MDG-ANN>>,<<Madagascar>>,<<MA>>,<<MDG>>,<<MDG005
Port Louis>>,<<Mauritius>>,<<MUS>>,<<Mauritius>>,<<MP>>,<<MUS>>,<<MUS001
Padang>>,<<Sumatera Barat>>,<<IDN-SBA>>,<<Indonesia>>,<<ID>>,<<IDN>>,<<IDN005
Bandung>>,<<Jawa Barat>>,<<IDN-JBA>>,<<Indonesia>>,<<ID>>,<<IDN>>,<<IDN006
Semarang>>,<<Jawa Tengah>>,<<IDN-JTN>>,<<Indonesia>>,<<ID>>,<<IDN>>,<<IDN007
Alice Springs>>,<<Northern Territory>>,<<AUS-NTR>>,<<Australia>>,<<AS>>,<<AUS>>,<<AUS001
Perth>>,<<Western Australia>>,<<AUS-WAS>>,<<Australia>>,<<AS>>,<<AUS>>,<<AUS002
Fremantle>>,<<Western Australia>>,<<AUS-WAS>>,<<Australia>>,<<AS>>,<<AUS>>,<<AUS003
Pontianak>>,<<Kalimantan Barat>>,<<IDN-KBA>>,<<Indonesia>>,<<ID>>,<<IDN>>,<<IDN009
Jambi>>,<<Jambi>>,<<IDN-JAM>>,<<Indonesia>>,<<ID>>,<<IDN>>,<<IDN010
Palembang>>,<<Sumatera Selatan>>,<<IDN-SST>>,<<Indonesia>>,<<ID>>,<<IDN>>,<<IDN011
Bengkulu>>,<<Bengkulu>>,<<IDN-BNG>>,<<Indonesia>>,<<ID>>,<<IDN>>,<<IDN012
Jakarta>>,<<Jakarta Raya>>,<<IDN-JRA>>,<<Indonesia>>,<<ID>>,<<IDN>>,<<IDN014
Ambon>>,<<Maluku>>,<<IDN-MAL>>,<<Indonesia>>,<<ID>>,<<IDN>>,<<IDN016
Makassar>>,<<Sulawesi Selatan>>,<<IDN-SSL>>,<<Indonesia>>,<<ID>>,<<IDN>>,<<IDN018
Darwin>>,<<Northern Territory>>,<<AUS-NTR>>,<<Australia>>,<<AS>>,<<AUS>>,<<AUS004
Balikpapan>>,<<Kalimantan Timur>>,<<IDN-KTI>>,<<Indonesia>>,<<ID>>,<<IDN>>,<<IDN020
Surabaja>>,<<Jawa Timur>>,<<IDN-JTI>>,<<Indonesia>>,<<ID>>,<<IDN>>,<<IDN023
Denpasar>>,<<Bali>>,<<IDN-BAL>>,<<Indonesia>>,<<ID>>,<<IDN>>,<<IDN025
Kupang>>,<<Nusa Tenggara Timur>>,<<IDN-NTT>>,<<Indonesia>>,<<ID>>,<<IDN>>,<<IDN026
Jayapura>>,<<Irian Jaya>>,<<IDN-IJA>>,<<Indonesia>>,<<ID>>,<<IDN>>,<<IDN027
Hastings>>,<<Hawke's Bay>>,<<NZL-HBA>>,<<New Zealand>>,<<NZ>>,<<NZL>>,<<NZL001
Wanganui>>,<<Wanganui-Manawatu>>,<<NZL-WMN>>,<<New Zealand>>,<<NZ>>,<<NZL>>,<<NZL002
Wellington>>,<<Wellington>>,<<NZL-WLL>>,<<New Zealand>>,<<NZ>>,<<NZL>>,<<NZL003
Rockhampton>>,<<Queensland>>,<<AUS-QNS>>,<<Australia>>,<<AS>>,<<AUS>>,<<AUS006
Brisbane>>,<<Queensland>>,<<AUS-QNS>>,<<Australia>>,<<AS>>,<<AUS>>,<<AUS007
Newcastle>>,<<New South Wales>>,<<AUS-NSW>>,<<Australia>>,<<AS>>,<<AUS>>,<<AUS008
Sydney>>,<<New South Wales>>,<<AUS-NSW>>,<<Australia>>,<<AS>>,<<AUS>>,<<AUS009
Adelaide>>,<<South Australia>>,<<AUS-SAS>>,<<Australia>>,<<AS>>,<<AUS>>,<<AUS010
Canberra>>,<<Australian Capital Territory>>,<<AUS-ACT>>,<<Australia>>,<<AS>>,<<AUS>>,<<AUS011
Melbourne>>,<<Victoria>>,<<AUS-VCT>>,<<Australia>>,<<AS>>,<<AUS>>,<<AUS012
Hobart>>,<<Tasmania>>,<<AUS-TSM>>,<<Australia>>,<<AS>>,<<AUS>>,<<AUS013
Cairns>>,<<Queensland>>,<<AUS-QNS>>,<<Australia>>,<<AS>>,<<AUS>>,<<AUS014
Townsville>>,<<Queensland>>,<<AUS-QNS>>,<<Australia>>,<<AS>>,<<AUS>>,<<AUS015
Rabaul>>,<<East New Britain>>,<<PNG-ENB>>,<<Papua New Guinea>>,<<PP>>,<<PNG>>,<<PNG013
Lae>>,<<Morobe>>,<<PNG-MOR>>,<<Papua New Guinea>>,<<PP>>,<<PNG>>,<<PNG016
Port Moresby>>,<<National Capital>>,<<PNG-NCP>>,<<Papua New Guinea>>,<<PP>>,<<PNG>>,<<PNG019
Funafuti>>,<<Tuvalu>>,<<TUV>>,<<Tuvalu>>,<<TV>>,<<TUV>>,<<TUV001
Port Vila>>,<<Vanuatu>>,<<VUT>>,<<Vanuatu>>,<<NH>>,<<VUT>>,<<VUT001
Suva>>,<<Fiji>>,<<FJI>>,<<Fiji>>,<<FJ>>,<<FJI>>,<<FJI001
Noumea>>,<<New Caledonia>>,<<NCL>>,<<New Caledonia>>,<<NC>>,<<NCL>>,<<NCL001
Yaren>>,<<Nauru>>,<<NRU>>,<<Nauru>>,<<NR>>,<<NRU>>,<<NRU001
Auckland>>,<<Auckland>>,<<NZL-ACK>>,<<New Zealand>>,<<NZ>>,<<NZL>>,<<NZL005
Tauranga>>,<<Bay of Plenty>>,<<NZL-BPL>>,<<New Zealand>>,<<NZ>>,<<NZL>>,<<NZL006
Hamilton>>,<<Waikato>>,<<NZL-WAK>>,<<New Zealand>>,<<NZ>>,<<NZL>>,<<NZL007
Gisborne>>,<<East Cape>>,<<NZL-ECP>>,<<New Zealand>>,<<NZ>>,<<NZL>>,<<NZL008
New Plymouth>>,<<Taranaki>>,<<NZL-TRN>>,<<New Zealand>>,<<NZ>>,<<NZL>>,<<NZL009
Nelson>>,<<Nelson-Marlborough>>,<<NZL-NMR>>,<<New Zealand>>,<<NZ>>,<<NZL>>,<<NZL010
Christchurch>>,<<Canterbury>>,<<NZL-CNT>>,<<New Zealand>>,<<NZ>>,<<NZL>>,<<NZL012
Dunedin>>,<<Otago>>,<<NZL-OTG>>,<<New Zealand>>,<<NZ>>,<<NZL>>,<<NZL013
