PROVINCE NAME>>,<<PROVINCE FIPS>>,<<COUNTRY NAME>>,<<COUNTRY FIPS>>,<<COUNTRY GMI>>,<<PROVINCE GMI
Jalisco>>,<<MX14>>,<<Mexico>>,<<MX>>,<<MEX>>,<<MEX-JLS>>,<<MEX-JLS
Michoacan>>,<<MX16>>,<<Mexico>>,<<MX>>,<<MEX>>,<<MEX-MDO>>,<<MEX-MDO
Nayarit>>,<<MX18>>,<<Mexico>>,<<MX>>,<<MEX>>,<<MEX-NYR>>,<<MEX-NYR
Campeche>>,<<MX04>>,<<Mexico>>,<<MX>>,<<MEX>>,<<MEX-CMP>>,<<MEX-CMP
Oaxaca>>,<<MX20>>,<<Mexico>>,<<MX>>,<<MEX>>,<<MEX-OAX>>,<<MEX-OAX
Puebla>>,<<MX21>>,<<Mexico>>,<<MX>>,<<MEX>>,<<MEX-PUE>>,<<MEX-PUE
Tabasco>>,<<MX27>>,<<Mexico>>,<<MX>>,<<MEX>>,<<MEX-TBS>>,<<MEX-TBS
Tlaxcala>>,<<MX29>>,<<Mexico>>,<<MX>>,<<MEX>>,<<MEX-TLX>>,<<MEX-TLX
Distrito Federal>>,<<MX09>>,<<Mexico>>,<<MX>>,<<MEX>>,<<MEX-DTD>>,<<MEX-DTD
Guanajuato>>,<<MX11>>,<<Mexico>>,<<MX>>,<<MEX>>,<<MEX-GNJ>>,<<MEX-GNJ
Guerrero>>,<<MX12>>,<<Mexico>>,<<MX>>,<<MEX>>,<<MEX-GRR>>,<<MEX-GRR
Hidalgo>>,<<MX13>>,<<Mexico>>,<<MX>>,<<MEX>>,<<MEX-HDL>>,<<MEX-HDL
Mexico>>,<<MX15>>,<<Mexico>>,<<MX>>,<<MEX>>,<<MEX-MEX>>,<<MEX-MEX
Morelos>>,<<MX17>>,<<Mexico>>,<<MX>>,<<MEX>>,<<MEX-MRL>>,<<MEX-MRL
Queretaro>>,<<MX22>>,<<Mexico>>,<<MX>>,<<MEX>>,<<MEX-QDA>>,<<MEX-QDA
Veracruz>>,<<MX30>>,<<Mexico>>,<<MX>>,<<MEX>>,<<MEX-VLL>>,<<MEX-VLL
Baja Verapaz>>,<<GT02>>,<<Guatemala>>,<<GT>>,<<GTM>>,<<GTM-BVR>>,<<GTM-BVR
Huehuetenango>>,<<GT08>>,<<Guatemala>>,<<GT>>,<<GTM>>,<<GTM-HHT>>,<<GTM-HHT
Peten>>,<<GT12>>,<<Guatemala>>,<<GT>>,<<GTM>>,<<GTM-PET>>,<<GTM-PET
Quiche>>,<<GT14>>,<<Guatemala>>,<<GT>>,<<GTM>>,<<GTM-QUI>>,<<GTM-QUI
Quezaltenango>>,<<GT13>>,<<Guatemala>>,<<GT>>,<<GTM>>,<<GTM-QZL>>,<<GTM-QZL
Retalhuleu>>,<<GT15>>,<<Guatemala>>,<<GT>>,<<GTM>>,<<GTM-RTL>>,<<GTM-RTL
San Marcos>>,<<GT17>>,<<Guatemala>>,<<GT>>,<<GTM>>,<<GTM-SMR>>,<<GTM-SMR
Chiapas>>,<<MX05>>,<<Mexico>>,<<MX>>,<<MEX>>,<<MEX-CHP>>,<<MEX-CHP
Alta Verapaz>>,<<GT01>>,<<Guatemala>>,<<GT>>,<<GTM>>,<<GTM-AVR>>,<<GTM-AVR
Chimaltenango>>,<<GT03>>,<<Guatemala>>,<<GT>>,<<GTM>>,<<GTM-CHM>>,<<GTM-CHM
Escuintla>>,<<GT06>>,<<Guatemala>>,<<GT>>,<<GTM>>,<<GTM-ESC>>,<<GTM-ESC
Guatemala>>,<<GT07>>,<<Guatemala>>,<<GT>>,<<GTM>>,<<GTM-GTM>>,<<GTM-GTM
Suchitepequez>>,<<GT20>>,<<Guatemala>>,<<GT>>,<<GTM>>,<<GTM-SCH>>,<<GTM-SCH
Sacatepequez>>,<<GT16>>,<<Guatemala>>,<<GT>>,<<GTM>>,<<GTM-SCT>>,<<GTM-SCT
Solola>>,<<GT19>>,<<Guatemala>>,<<GT>>,<<GTM>>,<<GTM-SOL>>,<<GTM-SOL
Totonicapan>>,<<GT21>>,<<Guatemala>>,<<GT>>,<<GTM>>,<<GTM-TTN>>,<<GTM-TTN
El Progreso>>,<<GT05>>,<<Guatemala>>,<<GT>>,<<GTM>>,<<GTM-EPR>>,<<GTM-EPR
Santa Rosa>>,<<GT18>>,<<Guatemala>>,<<GT>>,<<GTM>>,<<GTM-SRO>>,<<GTM-SRO
Aruba>>,<<AA>>,<<Aruba>>,<<AA>>,<<ABW>>,<<ABW>>,<<ABW
Netherlands Antilles>>,<<NT>>,<<Netherlands Antilles>>,<<NT>>,<<ANT>>,<<ANT>>,<<ANT
La Guajira>>,<<CO17>>,<<Colombia>>,<<CO>>,<<COL>>,<<COL-LGU>>,<<COL-LGU
Cienfuegos>>,<<CU08>>,<<Cuba>>,<<CU>>,<<CUB>>,<<CUB-CNF>>,<<CUB-CNF
Isla de la Juventud>>,<<CU04>>,<<Cuba>>,<<CU>>,<<CUB>>,<<CUB-IDL>>,<<CUB-IDL
Pinar del Rio>>,<<CU01>>,<<Cuba>>,<<CU>>,<<CUB>>,<<CUB-PDR>>,<<CUB-PDR
Sancti Spiritus>>,<<CU14>>,<<Cuba>>,<<CU>>,<<CUB>>,<<CUB-SSP>>,<<CUB-SSP
Cayman Is.>>,<<CJ>>,<<Cayman Is.>>,<<CJ>>,<<CYM>>,<<CYM>>,<<CYM
Falcon>>,<<VE11>>,<<Venezuela>>,<<VE>>,<<VEN>>,<<VEN-FLC>>,<<VEN-FLC
Belize>>,<<BH01>>,<<Belize>>,<<BH>>,<<BLZ>>,<<BLZ-BLZ>>,<<BLZ-BLZ
Cayo>>,<<BH02>>,<<Belize>>,<<BH>>,<<BLZ>>,<<BLZ-CAY>>,<<BLZ-CAY
Corozal>>,<<BH03>>,<<Belize>>,<<BH>>,<<BLZ>>,<<BLZ-CRZ>>,<<BLZ-CRZ
Orange Walk>>,<<BH04>>,<<Belize>>,<<BH>>,<<BLZ>>,<<BLZ-OWA>>,<<BLZ-OWA
Bermuda>>,<<BD>>,<<Bermuda>>,<<BD>>,<<BMU>>,<<BMU>>,<<BMU
Quintana Roo>>,<<MX23>>,<<Mexico>>,<<MX>>,<<MEX>>,<<MEX-QRO>>,<<MEX-QRO
Yucatan>>,<<MX31>>,<<Mexico>>,<<MX>>,<<MEX>>,<<MEX-YCT>>,<<MEX-YCT
Cartago>>,<<CS02>>,<<Costa Rica>>,<<CS>>,<<CRI>>,<<CRI-CRT>>,<<CRI-CRT
Heredia>>,<<CS04>>,<<Costa Rica>>,<<CS>>,<<CRI>>,<<CRI-HER>>,<<CRI-HER
Limon>>,<<CS06>>,<<Costa Rica>>,<<CS>>,<<CRI>>,<<CRI-LIM>>,<<CRI-LIM
Puntarenas>>,<<CS07>>,<<Costa Rica>>,<<CS>>,<<CRI>>,<<CRI-PNT>>,<<CRI-PNT
San Jose>>,<<CS08>>,<<Costa Rica>>,<<CS>>,<<CRI>>,<<CRI-SJO>>,<<CRI-SJO
Bocas del Toro>>,<<PM01>>,<<Panama>>,<<PM>>,<<PAN>>,<<PAN-BDT>>,<<PAN-BDT
Chiriqui>>,<<PM02>>,<<Panama>>,<<PM>>,<<PAN>>,<<PAN-CHR>>,<<PAN-CHR
Alajuela>>,<<CS01>>,<<Costa Rica>>,<<CS>>,<<CRI>>,<<CRI-ALJ>>,<<CRI-ALJ
Guanacaste>>,<<CS03>>,<<Costa Rica>>,<<CS>>,<<CRI>>,<<CRI-GNC>>,<<CRI-GNC
Esmeraldas>>,<<EC09>>,<<Ecuador>>,<<EC>>,<<ECU>>,<<ECU-ESM>>,<<ECU-ESM
Cocle>>,<<PM03>>,<<Panama>>,<<PM>>,<<PAN>>,<<PAN-COC>>,<<PAN-COC
Colon>>,<<PM04>>,<<Panama>>,<<PM>>,<<PAN>>,<<PAN-COL>>,<<PAN-COL
Herrera>>,<<PM06>>,<<Panama>>,<<PM>>,<<PAN>>,<<PAN-HRR>>,<<PAN-HRR
Los Santos>>,<<PM07>>,<<Panama>>,<<PM>>,<<PAN>>,<<PAN-LSN>>,<<PAN-LSN
Panama>>,<<PM08>>,<<Panama>>,<<PM>>,<<PAN>>,<<PAN-PAN>>,<<PAN-PAN
Veraguas>>,<<PM10>>,<<Panama>>,<<PM>>,<<PAN>>,<<PAN-VRG>>,<<PAN-VRG
San Andres y Providencia>>,<<CO25>>,<<Colombia>>,<<CO>>,<<COL>>,<<COL-SAY>>,<<COL-SAY
Atlantida>>,<<HO01>>,<<Honduras>>,<<HO>>,<<HND>>,<<HND-ATL>>,<<HND-ATL
Colon>>,<<HO03>>,<<Honduras>>,<<HO>>,<<HND>>,<<HND-COL>>,<<HND-COL
Francisco Morazan>>,<<HO08>>,<<Honduras>>,<<HO>>,<<HND>>,<<HND-FMR>>,<<HND-FMR
Gracias a Dios>>,<<HO09>>,<<Honduras>>,<<HO>>,<<HND>>,<<HND-GAD>>,<<HND-GAD
Islas de la Bahia>>,<<HO11>>,<<Honduras>>,<<HO>>,<<HND>>,<<HND-IDL>>,<<HND-IDL
Olancho>>,<<HO15>>,<<Honduras>>,<<HO>>,<<HND>>,<<HND-OLN>>,<<HND-OLN
Yoro>>,<<HO18>>,<<Honduras>>,<<HO>>,<<HND>>,<<HND-YOR>>,<<HND-YOR
Zelaya>>,<<NU16>>,<<Nicaragua>>,<<NU>>,<<NIC>>,<<NIC-ZEL>>,<<NIC-ZEL
Ahuachapan>>,<<ES01>>,<<El Salvador>>,<<ES>>,<<SLV>>,<<SLV-AHC>>,<<SLV-AHC
Cabanas>>,<<ES02>>,<<El Salvador>>,<<ES>>,<<SLV>>,<<SLV-CBN>>,<<SLV-CBN
Cuscatlan>>,<<ES04>>,<<El Salvador>>,<<ES>>,<<SLV>>,<<SLV-CSC>>,<<SLV-CSC
La Libertad>>,<<ES05>>,<<El Salvador>>,<<ES>>,<<SLV>>,<<SLV-LLB>>,<<SLV-LLB
La Paz>>,<<ES06>>,<<El Salvador>>,<<ES>>,<<SLV>>,<<SLV-LPA>>,<<SLV-LPA
Sonsonate>>,<<ES13>>,<<El Salvador>>,<<ES>>,<<SLV>>,<<SLV-SNS>>,<<SLV-SNS
San Salvador>>,<<ES10>>,<<El Salvador>>,<<ES>>,<<SLV>>,<<SLV-SSL>>,<<SLV-SSL
Valle>>,<<HO17>>,<<Honduras>>,<<HO>>,<<HND>>,<<HND-VAL>>,<<HND-VAL
La Union>>,<<ES07>>,<<El Salvador>>,<<ES>>,<<SLV>>,<<SLV-LUN>>,<<SLV-LUN
Morazan>>,<<ES08>>,<<El Salvador>>,<<ES>>,<<SLV>>,<<SLV-MRZ>>,<<SLV-MRZ
San Miguel>>,<<ES09>>,<<El Salvador>>,<<ES>>,<<SLV>>,<<SLV-SMI>>,<<SLV-SMI
San Vicente>>,<<ES12>>,<<El Salvador>>,<<ES>>,<<SLV>>,<<SLV-SVC>>,<<SLV-SVC
Usulutan>>,<<ES14>>,<<El Salvador>>,<<ES>>,<<SLV>>,<<SLV-USL>>,<<SLV-USL
Stann Creek>>,<<BH05>>,<<Belize>>,<<BH>>,<<BLZ>>,<<BLZ-SCR>>,<<BLZ-SCR
Toledo>>,<<BH06>>,<<Belize>>,<<BH>>,<<BLZ>>,<<BLZ-TOL>>,<<BLZ-TOL
Izabal>>,<<GT09>>,<<Guatemala>>,<<GT>>,<<GTM>>,<<GTM-IZB>>,<<GTM-IZB
Comayagua>>,<<HO04>>,<<Honduras>>,<<HO>>,<<HND>>,<<HND-CMY>>,<<HND-CMY
Cortes>>,<<HO06>>,<<Honduras>>,<<HO>>,<<HND>>,<<HND-CRT>>,<<HND-CRT
Intibuca>>,<<HO10>>,<<Honduras>>,<<HO>>,<<HND>>,<<HND-INT>>,<<HND-INT
La Paz>>,<<HO12>>,<<Honduras>>,<<HO>>,<<HND>>,<<HND-LPA>>,<<HND-LPA
Santa Barbara>>,<<HO16>>,<<Honduras>>,<<HO>>,<<HND>>,<<HND-SBR>>,<<HND-SBR
Chiquimula>>,<<GT04>>,<<Guatemala>>,<<GT>>,<<GTM>>,<<GTM-CHQ>>,<<GTM-CHQ
Jalapa>>,<<GT10>>,<<Guatemala>>,<<GT>>,<<GTM>>,<<GTM-JAL>>,<<GTM-JAL
Jutiapa>>,<<GT11>>,<<Guatemala>>,<<GT>>,<<GTM>>,<<GTM-JUT>>,<<GTM-JUT
Zacapa>>,<<GT22>>,<<Guatemala>>,<<GT>>,<<GTM>>,<<GTM-ZAC>>,<<GTM-ZAC
Copan>>,<<HO05>>,<<Honduras>>,<<HO>>,<<HND>>,<<HND-COP>>,<<HND-COP
Lempira>>,<<HO13>>,<<Honduras>>,<<HO>>,<<HND>>,<<HND-LMP>>,<<HND-LMP
Ocotepeque>>,<<HO14>>,<<Honduras>>,<<HO>>,<<HND>>,<<HND-OCT>>,<<HND-OCT
Chalatenango>>,<<ES03>>,<<El Salvador>>,<<ES>>,<<SLV>>,<<SLV-CHL>>,<<SLV-CHL
Santa Ana>>,<<ES11>>,<<El Salvador>>,<<ES>>,<<SLV>>,<<SLV-SAN>>,<<SLV-SAN
Carazo>>,<<NU02>>,<<Nicaragua>>,<<NU>>,<<NIC>>,<<NIC-CAR>>,<<NIC-CAR
Granada>>,<<NU06>>,<<Nicaragua>>,<<NU>>,<<NIC>>,<<NIC-GRN>>,<<NIC-GRN
Jinotega>>,<<NU07>>,<<Nicaragua>>,<<NU>>,<<NIC>>,<<NIC-JNT>>,<<NIC-JNT
Leon>>,<<NU08>>,<<Nicaragua>>,<<NU>>,<<NIC>>,<<NIC-LEO>>,<<NIC-LEO
Managua>>,<<NU10>>,<<Nicaragua>>,<<NU>>,<<NIC>>,<<NIC-MAN>>,<<NIC-MAN
Masaya>>,<<NU11>>,<<Nicaragua>>,<<NU>>,<<NIC>>,<<NIC-MAS>>,<<NIC-MAS
Rivas>>,<<NU15>>,<<Nicaragua>>,<<NU>>,<<NIC>>,<<NIC-RIV>>,<<NIC-RIV
Choluteca>>,<<HO02>>,<<Honduras>>,<<HO>>,<<HND>>,<<HND-CHL>>,<<HND-CHL
El Paraiso>>,<<HO07>>,<<Honduras>>,<<HO>>,<<HND>>,<<HND-EPA>>,<<HND-EPA
Chinandega>>,<<NU03>>,<<Nicaragua>>,<<NU>>,<<NIC>>,<<NIC-CHN>>,<<NIC-CHN
Esteli>>,<<NU05>>,<<Nicaragua>>,<<NU>>,<<NIC>>,<<NIC-EST>>,<<NIC-EST
Madriz>>,<<NU09>>,<<Nicaragua>>,<<NU>>,<<NIC>>,<<NIC-MDR>>,<<NIC-MDR
Matagalpa>>,<<NU12>>,<<Nicaragua>>,<<NU>>,<<NIC>>,<<NIC-MTG>>,<<NIC-MTG
Nueva Segovia>>,<<NU13>>,<<Nicaragua>>,<<NU>>,<<NIC>>,<<NIC-NSE>>,<<NIC-NSE
Boaco>>,<<NU01>>,<<Nicaragua>>,<<NU>>,<<NIC>>,<<NIC-BOA>>,<<NIC-BOA
Chontales>>,<<NU04>>,<<Nicaragua>>,<<NU>>,<<NIC>>,<<NIC-CHT>>,<<NIC-CHT
Rio San Juan>>,<<NU14>>,<<Nicaragua>>,<<NU>>,<<NIC>>,<<NIC-RSJ>>,<<NIC-RSJ
Monte Cristi>>,<<DR15>>,<<Dominican Republic>>,<<DR>>,<<DOM>>,<<DOM-MCR>>,<<DOM-MCR
Puerto Plata>>,<<DR18>>,<<Dominican Republic>>,<<DR>>,<<DOM>>,<<DOM-PPL>>,<<DOM-PPL
Grand Anse>>,<<HA08>>,<<Haiti>>,<<HA>>,<<HTI>>,<<HTI-GAN>>,<<HTI-GAN
Nord-Ouest>>,<<HA03>>,<<Haiti>>,<<HA>>,<<HTI>>,<<HTI-NOU>>,<<HTI-NOU
Sud>>,<<HA12>>,<<Haiti>>,<<HA>>,<<HTI>>,<<HTI-SUD>>,<<HTI-SUD
Turks & Caicos Is.>>,<<TK>>,<<Turks & Caicos Is.>>,<<TK>>,<<TCA>>,<<TCA>>,<<TCA
Ciego de Avila>>,<<CU07>>,<<Cuba>>,<<CU>>,<<CUB>>,<<CUB-CDA>>,<<CUB-CDA
Camaguey>>,<<CU05>>,<<Cuba>>,<<CU>>,<<CUB>>,<<CUB-CMG>>,<<CUB-CMG
Guantanamo>>,<<CU10>>,<<Cuba>>,<<CU>>,<<CUB>>,<<CUB-GNT>>,<<CUB-GNT
Granma>>,<<CU09>>,<<Cuba>>,<<CU>>,<<CUB>>,<<CUB-GRN>>,<<CUB-GRN
Holguin>>,<<CU12>>,<<Cuba>>,<<CU>>,<<CUB>>,<<CUB-HLG>>,<<CUB-HLG
Las Tunas>>,<<CU13>>,<<Cuba>>,<<CU>>,<<CUB>>,<<CUB-LTU>>,<<CUB-LTU
Santiago de Cuba>>,<<CU15>>,<<Cuba>>,<<CU>>,<<CUB>>,<<CUB-SDC>>,<<CUB-SDC
Guantanamo Bay>>,<<US>>,<<United States>>,<<US>>,<<USA>>,<<USA-PS1>>,<<USA-PS1
Clarendon>>,<<JM01>>,<<Jamaica>>,<<JM>>,<<JAM>>,<<JAM-CLR>>,<<JAM-CLR
Hanover>>,<<JM02>>,<<Jamaica>>,<<JM>>,<<JAM>>,<<JAM-HNV>>,<<JAM-HNV
Manchester>>,<<JM04>>,<<Jamaica>>,<<JM>>,<<JAM>>,<<JAM-MNC>>,<<JAM-MNC
Saint Elizabeth>>,<<JM11>>,<<Jamaica>>,<<JM>>,<<JAM>>,<<JAM-SEL>>,<<JAM-SEL
Saint James>>,<<JM12>>,<<Jamaica>>,<<JM>>,<<JAM>>,<<JAM-SJA>>,<<JAM-SJA
Trelawny>>,<<JM15>>,<<Jamaica>>,<<JM>>,<<JAM>>,<<JAM-TRL>>,<<JAM-TRL
Westmoreland>>,<<JM16>>,<<Jamaica>>,<<JM>>,<<JAM>>,<<JAM-WST>>,<<JAM-WST
Kingston>>,<<JM17>>,<<Jamaica>>,<<JM>>,<<JAM>>,<<JAM-KNG>>,<<JAM-KNG
Portland>>,<<JM07>>,<<Jamaica>>,<<JM>>,<<JAM>>,<<JAM-PRT>>,<<JAM-PRT
Saint Ann>>,<<JM09>>,<<Jamaica>>,<<JM>>,<<JAM>>,<<JAM-SAN>>,<<JAM-SAN
Saint Catherine>>,<<JM10>>,<<Jamaica>>,<<JM>>,<<JAM>>,<<JAM-SCT>>,<<JAM-SCT
Saint Mary>>,<<JM13>>,<<Jamaica>>,<<JM>>,<<JAM>>,<<JAM-SMA>>,<<JAM-SMA
Saint Andrew>>,<<JM08>>,<<Jamaica>>,<<JM>>,<<JAM>>,<<JAM-SND>>,<<JAM-SND
Saint Thomas>>,<<JM14>>,<<Jamaica>>,<<JM>>,<<JAM>>,<<JAM-STH>>,<<JAM-STH
Artibonite>>,<<HA06>>,<<Haiti>>,<<HA>>,<<HTI>>,<<HTI-ART>>,<<HTI-ART
Centre>>,<<HA07>>,<<Haiti>>,<<HA>>,<<HTI>>,<<HTI-CNT>>,<<HTI-CNT
Nord-Est>>,<<HA10>>,<<Haiti>>,<<HA>>,<<HTI>>,<<HTI-NES>>,<<HTI-NES
Nord>>,<<HA09>>,<<Haiti>>,<<HA>>,<<HTI>>,<<HTI-NOR>>,<<HTI-NOR
Ouest>>,<<HA11>>,<<Haiti>>,<<HA>>,<<HTI>>,<<HTI-OUE>>,<<HTI-OUE
Sud-Est>>,<<HA13>>,<<Haiti>>,<<HA>>,<<HTI>>,<<HTI-SES>>,<<HTI-SES
Dajabon>>,<<DR04>>,<<Dominican Republic>>,<<DR>>,<<DOM>>,<<DOM-DJB>>,<<DOM-DJB
Espaillat>>,<<DR08>>,<<Dominican Republic>>,<<DR>>,<<DOM>>,<<DOM-ESP>>,<<DOM-ESP
Salcedo>>,<<DR19>>,<<Dominican Republic>>,<<DR>>,<<DOM>>,<<DOM-SLC>>,<<DOM-SLC
Santiago>>,<<DR25>>,<<Dominican Republic>>,<<DR>>,<<DOM>>,<<DOM-SNT>>,<<DOM-SNT
Santiago Rodrigu>>,<<DR26>>,<<Dominican Republic>>,<<DR>>,<<DOM>>,<<DOM-SRD>>,<<DOM-SRD
Valverde>>,<<DR27>>,<<Dominican Republic>>,<<DR>>,<<DOM>>,<<DOM-VLV>>,<<DOM-VLV
Baoruco>>,<<DR02>>,<<Dominican Republic>>,<<DR>>,<<DOM>>,<<DOM-BAO>>,<<DOM-BAO
Barahona>>,<<DR03>>,<<Dominican Republic>>,<<DR>>,<<DOM>>,<<DOM-BRH>>,<<DOM-BRH
Independencia>>,<<DR09>>,<<Dominican Republic>>,<<DR>>,<<DOM>>,<<DOM-IND>>,<<DOM-IND
La Estrelleta>>,<<DR>>,<<Dominican Republic>>,<<DR>>,<<DOM>>,<<DOM-LST>>,<<DOM-LST
Pedernales>>,<<DR16>>,<<Dominican Republic>>,<<DR>>,<<DOM>>,<<DOM-PDR>>,<<DOM-PDR
San Juan>>,<<DR23>>,<<Dominican Republic>>,<<DR>>,<<DOM>>,<<DOM-SJU>>,<<DOM-SJU
Azua>>,<<DR01>>,<<Dominican Republic>>,<<DR>>,<<DOM>>,<<DOM-AZU>>,<<DOM-AZU
La Vega>>,<<DR30>>,<<Dominican Republic>>,<<DR>>,<<DOM>>,<<DOM-LVE>>,<<DOM-LVE
Monsenor Novel>>,<<DR31>>,<<Dominican Republic>>,<<DR>>,<<DOM>>,<<DOM-MNV>>,<<DOM-MNV
Peravia>>,<<DR17>>,<<Dominican Republic>>,<<DR>>,<<DOM>>,<<DOM-PER>>,<<DOM-PER
Distrito Nacional>>,<<DR05>>,<<Dominican Republic>>,<<DR>>,<<DOM>>,<<DOM-DNC>>,<<DOM-DNC
Duarte>>,<<DR06>>,<<Dominican Republic>>,<<DR>>,<<DOM>>,<<DOM-DUA>>,<<DOM-DUA
Hato Major>>,<<DR29>>,<<Dominican Republic>>,<<DR>>,<<DOM>>,<<DOM-HMJ>>,<<DOM-HMJ
Monte Plata>>,<<DR32>>,<<Dominican Republic>>,<<DR>>,<<DOM>>,<<DOM-MPL>>,<<DOM-MPL
Maria Trinidad S>>,<<DR14>>,<<Dominican Republic>>,<<DR>>,<<DOM>>,<<DOM-MTS>>,<<DOM-MTS
Samana>>,<<DR20>>,<<Dominican Republic>>,<<DR>>,<<DOM>>,<<DOM-SAM>>,<<DOM-SAM
San Cristobal>>,<<DR33>>,<<Dominican Republic>>,<<DR>>,<<DOM>>,<<DOM-SCR>>,<<DOM-SCR
Santo Domingo>>,<<DR>>,<<Dominican Republic>>,<<DR>>,<<DOM>>,<<DOM-SDM>>,<<DOM-SDM
Sanchez Ramirez>>,<<DR21>>,<<Dominican Republic>>,<<DR>>,<<DOM>>,<<DOM-SRM>>,<<DOM-SRM
El Seibo>>,<<DR28>>,<<Dominican Republic>>,<<DR>>,<<DOM>>,<<DOM-ESE>>,<<DOM-ESE
La Altagracia>>,<<DR10>>,<<Dominican Republic>>,<<DR>>,<<DOM>>,<<DOM-LAL>>,<<DOM-LAL
La Romana>>,<<DR12>>,<<Dominican Republic>>,<<DR>>,<<DOM>>,<<DOM-LRO>>,<<DOM-LRO
San Pedro de Macor¡s>>,<<DR24>>,<<Dominican Republic>>,<<DR>>,<<DOM>>,<<DOM-SPD>>,<<DOM-SPD
Caldas>>,<<CO37>>,<<Colombia>>,<<CO>>,<<COL>>,<<COL-CLD>>,<<COL-CLD
Cundinamarca>>,<<CO33>>,<<Colombia>>,<<CO>>,<<COL>>,<<COL-CND>>,<<COL-CND
Distrito Especial>>,<<CO34>>,<<Colombia>>,<<CO>>,<<COL>>,<<COL-DES>>,<<COL-DES
Quindio>>,<<CO23>>,<<Colombia>>,<<CO>>,<<COL>>,<<COL-QUI>>,<<COL-QUI
Risaralda>>,<<CO24>>,<<Colombia>>,<<CO>>,<<COL>>,<<COL-RSR>>,<<COL-RSR
Tolima>>,<<CO28>>,<<Colombia>>,<<CO>>,<<COL>>,<<COL-TOL>>,<<COL-TOL
Caqueta>>,<<CO08>>,<<Colombia>>,<<CO>>,<<COL>>,<<COL-CAQ>>,<<COL-CAQ
Cauca>>,<<CO09>>,<<Colombia>>,<<CO>>,<<COL>>,<<COL-CAU>>,<<COL-CAU
Huila>>,<<CO16>>,<<Colombia>>,<<CO>>,<<COL>>,<<COL-HUI>>,<<COL-HUI
Narino>>,<<CO20>>,<<Colombia>>,<<CO>>,<<COL>>,<<COL-NAR>>,<<COL-NAR
Putumayo>>,<<CO22>>,<<Colombia>>,<<CO>>,<<COL>>,<<COL-PTM>>,<<COL-PTM
Valle del Cauca>>,<<CO29>>,<<Colombia>>,<<CO>>,<<COL>>,<<COL-VDC>>,<<COL-VDC
Carchi>>,<<EC05>>,<<Ecuador>>,<<EC>>,<<ECU>>,<<ECU-CRC>>,<<ECU-CRC
Imbabura>>,<<EC11>>,<<Ecuador>>,<<EC>>,<<ECU>>,<<ECU-IMB>>,<<ECU-IMB
Sucumbios>>,<<EC22>>,<<Ecuador>>,<<EC>>,<<ECU>>,<<ECU-SCM>>,<<ECU-SCM
Atlantico>>,<<CO04>>,<<Colombia>>,<<CO>>,<<COL>>,<<COL-ATL>>,<<COL-ATL
Bolivar>>,<<CO35>>,<<Colombia>>,<<CO>>,<<COL>>,<<COL-BLV>>,<<COL-BLV
Cesar>>,<<CO10>>,<<Colombia>>,<<CO>>,<<COL>>,<<COL-CES>>,<<COL-CES
Choco>>,<<CO11>>,<<Colombia>>,<<CO>>,<<COL>>,<<COL-CHO>>,<<COL-CHO
Magdalena>>,<<CO38>>,<<Colombia>>,<<CO>>,<<COL>>,<<COL-MGD>>,<<COL-MGD
Sucre>>,<<CO27>>,<<Colombia>>,<<CO>>,<<COL>>,<<COL-SUC>>,<<COL-SUC
Darien>>,<<PM05>>,<<Panama>>,<<PM>>,<<PAN>>,<<PAN-DAR>>,<<PAN-DAR
San Blas>>,<<PM09>>,<<Panama>>,<<PM>>,<<PAN>>,<<PAN-SBL>>,<<PAN-SBL
Arauca>>,<<CO03>>,<<Colombia>>,<<CO>>,<<COL>>,<<COL-ARA>>,<<COL-ARA
Norde de Santander>>,<<CO21>>,<<Colombia>>,<<CO>>,<<COL>>,<<COL-NDS>>,<<COL-NDS
Apure>>,<<VE03>>,<<Venezuela>>,<<VE>>,<<VEN>>,<<VEN-APU>>,<<VEN-APU
Barinas>>,<<VE05>>,<<Venezuela>>,<<VE>>,<<VEN>>,<<VEN-BRN>>,<<VEN-BRN
Merida>>,<<VE14>>,<<Venezuela>>,<<VE>>,<<VEN>>,<<VEN-MER>>,<<VEN-MER
Tachira>>,<<VE20>>,<<Venezuela>>,<<VE>>,<<VEN>>,<<VEN-TCH>>,<<VEN-TCH
Trujillo>>,<<VE21>>,<<Venezuela>>,<<VE>>,<<VEN>>,<<VEN-TRJ>>,<<VEN-TRJ
Zulia>>,<<VE23>>,<<Venezuela>>,<<VE>>,<<VEN>>,<<VEN-ZUL>>,<<VEN-ZUL
Cojedes>>,<<VE08>>,<<Venezuela>>,<<VE>>,<<VEN>>,<<VEN-CJD>>,<<VEN-CJD
Carabobo>>,<<VE07>>,<<Venezuela>>,<<VE>>,<<VEN>>,<<VEN-CRB>>,<<VEN-CRB
Lara>>,<<VE13>>,<<Venezuela>>,<<VE>>,<<VEN>>,<<VEN-LAR>>,<<VEN-LAR
Portuguesa>>,<<VE18>>,<<Venezuela>>,<<VE>>,<<VEN>>,<<VEN-PRT>>,<<VEN-PRT
Yaracuy>>,<<VE22>>,<<Venezuela>>,<<VE>>,<<VEN>>,<<VEN-YRC>>,<<VEN-YRC
Casanare>>,<<CO32>>,<<Colombia>>,<<CO>>,<<COL>>,<<COL-CSN>>,<<COL-CSN
